10284	Lost Frequencies/Janieck Devy - Reality (Gestort Aber Geil Remix)' is raging at ShoutDRIVE!	anger
20284	We're all in D. T. (Discipleship training or detox) for something. #messy  #cutoff #choosefreedom #CryOut16	joy
30284	Watch this amazing live.ly broadcast by @flydudern  #musically	fear
40284	you never call me when your sober	sadness
10285	@EagleGiles23 @tgilmore_92 what I miss? #outrage	anger
20285	@Sami_3499 Oh noooo!  #nomorehammocks #nightmare ;)	joy
30285	You know what's great about #GBBO ? Contestants helping each other, cheering each other on. So important.	fear
40285	come on let's make em hate 😘make em pout they face 👿😩.	sadness
10286	@AllegedLowbrow It's 'Eye-for-Eye'. Indian Army never forgives, Never Forgets. They always take revenge, Pakistan breaks laws, I.A follows	anger
20286	So not pumped for this interview 	joy
30286	Accept the challenges so that you can feel the exhilaration of victory.	fear
40286	@Jacqueline_69 haha! She did well today. I can't get beyond her pout annoying me I'm afraid.	sadness
10287	Worst juror ever? Michelle. You were Nicole's biggest threat.  #bb18	anger
20287	Rojo is shocking.......absolutely shocking !!!	joy
30287	@kymwhitley hello Miss Lady I'm sure today brings you happiness and laughter use your voice also to make us laugh  god knows we need it	fear
40287	Hope was an instinct only the reasoning human mind could kill. An animal never knew despair.	sadness
10288	luv seeing a man with a scowl on his face walking with a protein shaker clenching his fists. i immediately stop n suck his dick	anger
20288	#NawazSharif confesses that #Pakistan  supports #terror at #unga\n#BurhanWani	joy
30288	Thank you @twitter for the balloons today.  #goodday #48	fear
40288	Patti seems so sad. She stamped and ran behind the sofa. We will have to give her plenty of love and affection...more than usual. 	sadness
10289	Fake people irritate me	anger
20289	@PanicAtTheDisco hey, y'all announced it like immediately after I asked. Nice. Thanks y'all #panic	joy
30289	@LoisJoanneLane Wagging his tail at the praise, he paused, tilting his head as she took the frisbee from him, letting out a playful -	fear
40289	Dylon felt dejected. He has a dejected aunt!	sadness
10290	Said it before and I'll say it now: America is really fortunate that black people only want equality and not revenge.	anger
20290	When your body says FUCK YOU BITCH, You ain't sleeping\n#sleep #cantsleep #drained #restless	joy
30290	Kayaking is merriment together with sevylor inflatable kayaks: eYGgJxMl	fear
40290	Two blankets, a hoody, and still no Eternal Sunshine to mope to.	sadness
10291	#Anger or #wrath is an intense emotional response.	anger
20291	@wwcummings @USATODAY this individual is clearly trying 2 #intimidate this #LEO I see an issue here. STOP CAUSING ISSUES by pushing limits!!	joy
30291	Knowing how to cook is invaluable, what's even better is that even in a 400 sq ft place, I have wide and hearty homestyle egg noodles.	fear
40291	Once I have sent a pitch to a brand I close all tabs relevant to them instantly. Thats the kind of detachment I create for myself. #serious	sadness
10292	@TaraSetmayer @oliverdarcy AA have the right of passage when it comes to the 'N' word.  Why should he insult him in his church.  Ignorant!	anger
20292	@Lrihendry I'm not sure we like this comparison.  USA should emulate #Israel's methods of protecting civilians against #terror attacks	joy
30292	Watch this amazing live.ly broadcast by @footballrocks123456  #musically	fear
40292	Nature looks a lot greener on gloomy dayz	sadness
10293	if we let that in id be fuming poor keeping	anger
20293	Swear to God don't get a smart meter from your power company, 8 months of daft bills, 6 visits from British Gas  #stressed	joy
30293	Do what makes you successful and #happy now and forever	fear
40293	@JamesWickham Congratulations!  My top home-owning tip: try not to look at your mortgage balance too often.  The slowness will depress you.	sadness
10294	@LynneGarrison yeah, I've only seen that floated online as a theory, it was probably made up by a bitter stan. I ignore pets v vets crap too	anger
20294	@williamcontrol just preordered The Pale EP... Would have paid for the phone call... But I would have freaked out and not said anything #shy	joy
30294	I love Mary's undying optimism. You could present her with dog shite and she'd find something good to say. #GBBO	fear
40294	The new lock sound is grim	sadness
10295	@SkyNews when the East wind blue in summer in Durban, S Africa, we still surfed and got #stung badly! Must be carefull-A #sting can harm you	anger
20295	We in our own country are so divided in our approach so how could we fight #terrorism and #pakistani terrorism #MartyrsNotBeggars	joy
30295	Use your smile to change the world. Don't let the world change your smile.' #quote #actorslife #smile #love #hardworkpaysoff #fun	fear
40295	Nothings #Working-you're feeling your life's on The Edge_Could go either way #lost all reason for #Living-JesusChristHealsSavesASK #fatloss	sadness
10296	@LisaAsquithtobe @craig8710 @WayneHaselden @june65wigan everyone is against wigan because we are the biggest club #bitter	anger
20296	@GuardianAus @Paul_Karp Maybe 49% support no #Muslim immigration cos they perceive the risk of #Islamist ideology &amp; #terrorism as too high?	joy
30296	#smile every morning to a positive head start with your #clients relations	fear
40296	@khloe_speaks sad music	sadness
10297	Because it was a perfect illusion, but at least now I know what it was. #angry #ladygaga #iscalming#mysoul	anger
20297	Sounds like Donald Trump has spent today just making extra, extra sure he'd get those frightened white, conservative, racist votes.	joy
30297	@MoAmali @awosss @Arsenalman2011 listen I dn't subscribe to this team coq Team xhaka stuff. I like all our players. Depth has me elated	fear
40297	Think Val might be going this week. I'll have to take the rest of the week off work to mourn. I'm sure they'll understand. #GBBO	sadness
10298	Candace &amp; her pout are getting right on my tits #GBBO	anger
20298	@JennyPGR I worry about typos in any email to Simon, draft attached or not...	joy
30298	Watch this amazing live.ly broadcast by @hannah..mccloud #lively #musically	fear
40298	3 weeks into the course and have had the kitchen sink thrown at me, I m still pulling knives and forks out of my ears	sadness
10299	@johnaugust @clmazin I was so looking forward to @ABCDesignated. Then it opened with a #stuartspecial. I literally yelled at my tv. 	anger
20299	@NinjaWorrier @ali_zimmer @m_pattison How long ago was that? (I shudder to think.)	joy
30299	And the weather so breezy, man why can't life always be this easy	fear
40299	Gaaaaaaaad! Should have stayed in London!	sadness
10300	BANG! Gordon #Brown has been accused of abusing a gazillion #rabid parrots!	anger
20300	@BigBossPeltonen \nLikewise #death #cutting 	joy
30300	Of cheerfulness, or a good temper - the more it is spent, the more of it remains.	fear
40300	@marksandspencer Where has your 50% grapefruit squash gone,not been able to get for weeks #unhappy	sadness
10301	Petition for non-Maghrebi PoC to stop buying 'couscous' from white grocery stores and boiling it. That is not couscous, that is trash.	anger
20301	@MikeGrunwald Anything is better than a Trump ramble. He is awful. Truly truly awful.	joy
30301	Watch this amazing live.ly broadcast by @mrgummyking #lively #musically	fear
40301	I mourn the creativity lost.	sadness
10302	ESPN just assumed I wanted their free magazines #offended	anger
20302	horrid having a car n no liscence	joy
30302	Watch this amazing live.ly broadcast by @rosannahill #lively #musically	fear
40302	@Jinath_Hyder I can't have alcohol on it, sadly, but it only flares up under very specific circumstances so I just need to be more careful	sadness
10303	Yo there's a kid on my snap chat from LA &amp; they get high off helium gas lmao.... I am like why the fuck lol	anger
20303	Today has dragged on #restless	joy
30303	Rec'd call 2day from Haitian church we started in Florida some 15yrs ago. Preparing to acquire their own bldg. Wanted me to know. #rejoicing	fear
40303	Add Donte Moncrief to my dismal situation #blessed.	sadness
10304	.@RepDelBene: 'Today's proceedings and the entire process is an insult to our constituents.'	anger
20304	@twinfjournal @TwinningLife111 @KCtwinflame @TFUnion1111 @Para_Priestess @cupidpoetry I went thru the same thing yesterday #panic better2day	joy
30304	There's a specific joyous 20 song title engiybhekayo, yasezayoni. Need it for le mood	fear
40304	Shoutout to the drunk man on the bus who pissed in a bottle and on the seats #grim	sadness
10305	@serendipity127_ @zombiecalorie @Angel_Eyes66 I'm sensing a theme here tho lol #angry	anger
20305	@CBCNews Canada should be a driving force of democracy freedom rights - instead we help #dictator #misogyny #Sharia #Islam  #polygamy	joy
30305	promise of restoration to the nation of israel...'everywhere you look blessing '..barns/wine overflow.Everything beautiful  #do_u_see	fear
40305	U know u have too much on ur mind when u find yourself cleaning a stove and kitchen by yourself  at almost 3am...  #pensive	sadness
10306	@kingcharles9th i Lowkey forgot you had twitter and if you don't follow me back im gonna be #offended	anger
20306	we shiver in the pause between words \nabandonment still fresh upon the tips of our tongues	joy
30306	Look forward to the detours because they bring delightful surprises. #lifequote #delight	fear
40306	@TxDMV @ArkansasBBB i filled out the report on #baitswitch by @Carvana lets go get them fines levied. #badbusiness #honoryourdeal #unhappy	sadness
10307	... flat party and I instantly get bollocked about it. 	anger
20307	How I Murdered Your Mother #SpookyTv #horror	joy
30307	Watch this amazing live.ly broadcast by @paulzimmer #lively #musically	fear
40307	Itching something #serious RN haven't slept but considering taking like 6 Benadryl for a 20 min nap I am itching SO BADLY wow	sadness
10308	@everycolorbot more like every color looks the same #triggered #colorblind #offended	anger
20308	Just had to reverse half way up the woods to collect the dog n I've never even reverse parked in my life 🙄 	joy
30308	talk about a mood pickup i went from depressed to elated so fast	fear
40308	@TVsCarlKinsella They're such garbage. Obviously I like that they suck but it's still grim to watch.	sadness
10309	.@DIVAmagazine than straight people. Even the arse straight guys who think that means a threesome is fine.  	anger
20309	Girls with hairy arms scare me	joy
30309	Finn singing 'Can't Fight This Feeling' in the shower and Will spying on him is one of the best scenes on any show. 	fear
40309	For a team as big as Bayern and the they like to play football, their pitch is fucking dreadful. Certainly no Emirates pitch anyway.	sadness
10310	@DouthatNYT @jbouie @DamonLinker Yes, it is bad to point out racism lest it provoke the racists.  Some racists do indeed not like it.	anger
20310	Didn't concede yet but having a nightmare at the back #MUFC	joy
30310	@NHLstoreNYC I'm cheering for @TeamNA_WCH and @TeamEUR_WCH #NHLNYCSweepstakes	fear
40310	Angry shouting match between a #pessimist &amp; an #optimist:\n'You're a half empty-headed @%$!' \n'You're half full of @%$!'	sadness
10311	@Deadspin @jrzy_boy This is about him being left off because they wanted to play a heavier game. We needed his offense tho. Amongst others.	anger
20311	me, myself, and I \n #horror movie alone again tonight maybe a #zombie would eat me and finish my life game already - i want #gameover	joy
30311	Watch this amazing live.ly broadcast by @evanhufferd #lively #musically	fear
40311	*Still waits for Yang. Guess she really needs her sleep or something. Kittens feeling kinda dejected right now.* #Offline	sadness
10312	@Idubbbz @LeafyIsHere  I am offended	anger
20312	I feel ghastly and I'm really hoping it's just a post-birthday slump. Back to full research mode tomorrow either way.	joy
30312	@bradshawjp Sweet! #optimism	fear
40312	@OnesOwnGrief Just a shame his world was gloom from day one almost.Though it makes sense he'd have the whole part hydra,part s.h.i.e.l.d(c)	sadness
10313	@aroseblush Hello !\nThe bigger the bully, the more crocodile tears. Bullies always act like offended victims.	anger
20313	In addition to fiction, wish me luck on my research paper this semester. 15-20 pages, oh boy. #daunting	joy
30313	Finn singing 'Can't Fight This Feeling' in the shower and Will spying on him is one of the best scenes on any show. #glee	fear
40313	How do u grieve someone who legally wasn't a person yet?	sadness
10314	@IrishTimesPol @IrishTimes Irish citizens boiling drinking water in 2016 leaves one foot firmly in the bog!	anger
20314	@Fly_Norwegian quite simply the #worst #airline #worstairline I've ever used! #shocking #appauling #dire #dismal #beyondajoke #useless	joy
30314	tfw you're en-route to your future :) !! @HUCJIR i'm coming for ya! #openhouse #futurecantor  #NYCletsgo	fear
40314	It's so gloomy outside. I wish it was as cold as it looked	sadness
10315	Candice's pout is gonna take someone eye out mate! #GBBO	anger
20315	Accrington Stanley? Who are they? Exactly. Things looking dire for West Ham despite the win. What's changed since March? #bbcfootball	joy
30315	It's Thursday which means it's Grey's day #TGIT #rejoice	fear
40315	@British_Airways #lost #bag #stillwaiting go home in2days. DM'd you my info and have rung 9times a day. What more can I do? #wheresmybag	sadness
10316	I've always had a weird grudge against stingrays ever since one killed Steve Irwin.	anger
20316	@RogueCoder250 We are in so much trouble!! I don't think the Rev will see the funny side of our project. 	joy
30316	Watch this amazing live.ly broadcast by @kana_blender  #musically	fear
40316	When you saw a t-shirt with the phrase 'My mind is a dangerous place to be' and you would like to buy, but in Italy don't sell it. #sadness	sadness
10317	@jwolfie_ why you gotta use the dark skin emoji #offended	anger
20317	mmmm i'm kinda sad i hope i can shake this before school	joy
30317	@ofc_ALDUBQC Glad you gained some cheery vibes just by looking at our Happy Meal! 😊	fear
40317	My nephew sees that i have a frown on my face and he tells me 'you're  beautiful '!😢💞😩	sadness
10318	I'm not saying he might be like big foot but it might be like natural biological father says blood boiling if he cross	anger
20318	Late night #thoughts. Feeling #restless.	joy
30318	I found #marmite in Australia. `:) 	fear
40318	Trying to take what's lost and broken and make it right	sadness
10319	I really really resent having to go to bed at a sensible hour, you guys. I WANT TO TALK TO MY PEOPLE.	anger
20319	However the agent was inauthentic, my sister still loves me, &amp; I'm still alive. So I guess it wasn't that bad. #socialanxiety #anxiety	joy
30319	Watch this amazing live.ly broadcast by @huntermcaseyy  #musically	fear
40319	@LondonMidland #dobetter only two carriages on 14:49 Birmingham to Hereford no room to stand anymore Friday commute #unhappy	sadness
10320	@NM_NickNocturne Incentivise people to roam the Internet being morally offended, as if they didn't do it enough already.	anger
20320	@carlybigelow13 first you take the room now you wanna beat me up #bully	joy
30320	@5ftanomaly aside from that i'm all about pleasing the individual that i'm involved with, my pleasure comes from their pleasure.	fear
40320	It's become a verb. 'I'm gonna Villaseñor all those old contacts I don't need anymore.' #sadness @melissavcomedy #waitingforexplanation	sadness
10321	not to be That Person™ but i get bitter seeing some ravi stans	anger
20321	@datboyJuniorE lool soon as man start loosing weight.  Its panic	joy
30321	mustache_harbor: TiburonChamber plus a hearty pour of #yachtrock by #mustacheharbor !	fear
40321	@HillaryClinton @TheDemocrats It's ok 2 be disgusted or dishearten with presidential race but don't let that stop u from voting IT MATTERS	sadness
10322	@Darren_Hammer amen, nothing personal mate, just tired of all of the complaining from our fans, it's Been a relentless tirade of misery	anger
20322	@jndtech horrible.	joy
30322	@jaime_scurr: any team in the world would be totally elated to get to have you on it XD	fear
40322	5am blues while riding a cab home:\n- my belly is much bigger than the rest of my body\n- but i couldnt be preggy\n- how to lose it in a day	sadness
10323	Michelle is one of the worst players in bb history #bb18 #bbfinale 	anger
20323	“The #greatest fear #dogs know is the #fear that you will not come back when you go out the #door #without them.”   \n  ―#Stanley #Coren	joy
30323	Tonight my top delight was a Skein of Geese flying about 1 foot above me as I swam in #Windermere. Breeze dropped &amp; it became like glass.	fear
40323	Ill say it again. If I was a Black man Id be afraid to leave my house or have a moving violation.\n\n #TerranceCrutcher #truth 	sadness
10324	Dear Indians..It is hard to swallow this but for once try to swallow this bitter pill...that is.. Pakistan is number one in Test cricket!!!	anger
20324	Fosu Mensah is having a complete nightmare! It's the reason all Northamptons attacks come from the left.	joy
30324	— to reveal a broad smile. \n\n'Yeah, it's nice.' \n\nPursing his lips, he stifled his joyous expression in order —\n\n[@AVIATAUBE].	fear
40324	@narcissusheiyan  maybe it'd have been different if I stayed for sixth form? But still, the oppressive architecture, uninteresting people	sadness
10325	A little nose irritation and a little more chills on my body. I'm so not into flu, into flu, into flu #FallSongs	anger
20325	@Ms_Asia_Pacific @jgsuing @PilosopoTanya @HuffingtonPost @HuffPostPol as a fellow UP grad, i shiver at the shallowness of his arguments	joy
30325	the Lord turn his face toward you and give you peace. Numbers 6:26 #truth #trust #promise #calm #justice #great #mighty #protected #delight	fear
40325	@WYSdaily I'm confident they will NEVER experience our successes of last 50yrs. Best they can hope for is to be another Bournemouth #sad	sadness
10326	I am #real #sjw, I will not let #america down\nI have found us, now go and get us\nI let it out and I let it in\nI #rage I #lol\n@SergioSarzedo	anger
20326	How can America be so openly embracing racism. 	joy
30326	Watch this amazing live.ly broadcast by @its.finfin #lively #musically	fear
40326	What's good is that we already hit rock bottom, even though I'm about two more seasons away from new depths of despair. #playoffs? #NJDevils	sadness
10327	Connivers blind to existential fury	anger
20327	Overtime... #TeamNA #WCH2016 #nervous	joy
30327	Watch this amazing live.ly broadcast by @iamjustinburke  #musically	fear
40327	Absolutely can not believe the generosity pouring out for us, but Id give everything I have for Nick to be healthy and happy. #lost	sadness
10328	guys irritate me	anger
20328	From harboring Osama bin Laden to its relationship with Haqqani network, there is enough evidence to prove Pakistan is sponsoring terrorism	joy
30328	@Rbrutti what a #happy looking #couple !	fear
40328	i got his bitch depress	sadness
10329	#firsttweetever sippin #hotchocolate wondering #why I finally gave in &lt;3 haha #hellloooootwitter - ...its because #facebookisforfamily #rage	anger
20329	Feeling like I've had the worst night of sleep ever - not great before the #London to #Brighton #cycle ride for @DMTFYP 🚴100k #apprehension?	joy
30329	Punchline king is back! @Paedeezy 🔥🔥🔥🔥🔥🔥🔥💯💯💯 #bright city lights	fear
40329	@Groupon_UK who do I contact about a shocking experience with Clear Sky Holidays booked through you guys?? #customerservicefail #dreadful	sadness
10330	@eNCA what they should be doing is directing their anger to the thieves in government...#corruption #FeesMustFall	anger
20330	We're all in D. T. (Discipleship training or detox) for something. #messy #fearful #cutoff #choosefreedom #CryOut16	joy
30330	@lawson__lynch my kinda girl pleasing the dick right😍😏	fear
40330	@cotsonika @NHL well, they should all be unhappy for the way they played.  Right @fmjacob ??	sadness
10331	Need a new outlet for #rage	anger
20331	Recording some more #FNAF and had to FaceTime my mum to let her know I was okay after I let out a high pitched scream 😂 #horror #suchagirl	joy
30331	Catering channel's at the height technics hearty enjoyment symptomatize: vrlfEyrN	fear
40331	@simslover163 I guess it must be really expensive... For me it's that the whole family stayed in Poland, so I really miss them...	sadness
10332	@swagalini ive been through the denial and anger i am in pure acceptance	anger
20332	@bobcesca_go @sesmithesq \nDidn't Florida 2000 teach you anything? I live here in Palm Beach County and lived through that nightmare.	joy
30332	Watch this amazing live.ly broadcast by @maisiev #lively #musically	fear
40332	Regret for the things we did can be tempered by time; it is regret for the things we did not do that is inconsolable.  Sydney J. Harris	sadness
10333	@SapientSoldier timid but determined version of the rabid beasts beyond the land. Growling beneath my restrained breath, I //rip// myself --	anger
20333	@markhberman2003 @LanceZierlein @790blessing entire team from coaches on down played and coached scared from jumpstreet. #intimidated	joy
30333	her fingers slide along your thighs, caressing the skin before she's leaning down, down, down and the first lick is teasing n playful.	fear
40333	untypical kinda Friday #dull	sadness
10334	I'm not used to pretty girls that use curse words to express their anger. I just feel like I'm a little bit surprised and turned off as well	anger
20334	How can America be so openly embracing racism. #dismayed	joy
30334	@doctorofinfo I was just introducing a little levity to the convo. Yep!	fear
40334	My oldest cat pisses me off. She's always been weary of Kennen (senile kinda), but recently shes been sweet. Until she attacked and bit him.	sadness
10335	@TzumiXIV huff puff	anger
20335	Donnie trumpeter is a vapid and vacant vile viper slithering through the landscape and playing on the gears of the fearful and afraid.	joy
30335	@INCIndia Oh please! INC talking about looting! I'm not saying #BJP is pure but this is such a #hilarious #irony! @BJP4India is def better!	fear
40335	@WestermannNina xDD it's a song that can not be weary (?)	sadness
10336	Hell hath not fury like a hamstring cramp. #ouch	anger
20336	@hoystweet Are the pre-purchased tickets being sent soon? Coming to the Saturday evening show... tickets are a no show! #panic #hoys 🐴🦄	joy
30336	For a moment I found myself smiling	fear
40336	Feels grim not having your nails done	sadness
10337	Actually be arsed with my sister sometimes, she controls the TV 90% of the time and when I watch one thing she gets in a huff 🙄	anger
20337	Super shitting it about this tattoo 	joy
30337	@globemartyk 'drunken patroons' make this whole situation much more jovial though.	fear
40337	How could such a crooked,stuck up,delusional,dim&amp; #dark hearted dud be surprised losing&amp;prob also ppl won't let their crimes drop! #nwo imo	sadness
10338	@fireemblemlord it's the first expac since wrath that feels like a proper 'evolution' of the game for me	anger
20338	when people hit on me i try to shake them off by talking about how i hide from communism	joy
30338	Watch this amazing live.ly broadcast by @flydudern #lively #musically	fear
40338	That AK47 leave your spine with a frown	sadness
10339	@Thebeast_ufc what happened to the suicide tweet it was a joke obviously how could that offend anyone?🤔	anger
20339	How am I supposed to intimidate the freshman if half of them are taller than I am??	joy
30339	@PersephoneOD Her cheerful voice echoed through the grand, familiar home, a smile blossoming on my rosy brims, 'Mom.' I reciprocated the --	fear
40339	a good shorty has so much to offer &amp; it's sad that some of you niggas don't even see it when she right in front of your face and too late	sadness
10340	@paulkrugman relentless echo chamber - negative comments with lots of reverb. Typical bully behavior.	anger
20340	How the fuck do we #live our lives admiring everybody that ever just did something to #win it, then be #afraid to even try to do it yourself	joy
30340	Just watched Django Unchained, Other people may frown, but I titter in delight! 2/5	fear
40340	@theJeremyVine Noel Edmonds reckons a cat he's talking to is stressed because of the uncertainty over #GBBO future!?!? #plot #lost	sadness
10341	when you find out the initiative isn't even a thing 😧 #revenge	anger
20341	@GuardianAus @guardian because there is a realistic probability that a clown might be their next president. #clown #uspol 	joy
30341	My future must be bright af.	fear
40341	One way ticket to the blues.	sadness
10342	@djddueces jojo at 12:30 and not midnight lets rage WRYYYYYY	anger
20342	Onus is on #Pak to act against #terror groups which find all types of support for cross border terror: #MEA	joy
30342	She gave a playful wink, taking the goggles off her head, swinging them around her finger. 'I would never~' @VerminEngineer	fear
40342	@SWP_Roads   How dull.	sadness
10343	I'll happily be rude to people who personally insult me unprovoked, they deserve it 👍 Just as good people deserve respect	anger
20343	Round 2 #panic #pcola	joy
30343	Watch this amazing live.ly broadcast by @elise_awsome_11  #musically	fear
40343	@thehill George H. Establishment is unhappy Trump's campaign branded his son low-energy, but he could not have beaten the others either.	sadness
10344	That AK47 leave your spine with a frown	anger
20344	2day's most used term is, #terrorism, with many addresses and forms. On my #opinion, the only form of terrorism in this world is, injustice!	joy
30344	Live simply. Dream big. Be grateful. Give love. Laugh lots. - Unknown #quote #inspiration 	fear
40344	Marcus Roho is dreadful	sadness
10345	come on let's make em hate 😘make em pout they face 👿😩.	anger
20345	Malins with another surging run forward almost sets McCreadie up at the far post.  Decent game for the neutral, nervous for @Lewes_cfc fans	joy
30345	On the bright side, my music theory teacher just pocket dabbed and said, 'I know what's hip.' And walked away 😂😭	fear
40345	Im kind of confused.  The one thing i do right now has a great future, but on the other hand so does the new thing .  #needhelp	sadness
10346	Recommended reading: Prisoners of Hate by Aaron Beck #anger	anger
20346	@LBC - I can't read this article but headline indicates a horror story. Lock sick chavs up and throw away the key.	joy
30346	Watch this amazing live.ly broadcast by @paulzimmer  #musically	fear
40346	Finished writing my second book tonight. #somber #sad #youpromised #havemercy #author #writer #needpublisher #beingedited #workingonsidebook	sadness
10347	@Alanafergusson snap meee	anger
20347	The fact that we have a presidential candidate that speaks the way Trump does is alarming. I thought higher of my peers. #FDT16	joy
30347	@yoursecretsub1 Trust me dear, if you want to make anything invisible, hang a wet paint on it, and hilarity will ensue.	fear
40347	@ArcadianLuthier -- taking out his feelings on Kei unfairly. His lips form a frown as he tries to walk away.	sadness
10348	@KimLy resent	anger
20348	@BraveHermione_ + and gives it to hear] 'Please.. I can tell you anything if you want to listen. maybe you're dont afraid anymore of me +	joy
30348	Watch this amazing live.ly broadcast by @swagrman_fan  #musically	fear
40348	@DeltaAssist Tried 2 get earlier flt 2day  @BWI Turnd away bcuz it was 2 late Then agent let other pas on #silvereliteleftbehind 	sadness
10349	Forever angry that gh ruined Molly and morgan's bond/friendship 	anger
20349	#NewYork: Several #Baloch &amp; Indian activists hold demonstrations outside @UN headquarters demanding Pak to stop exporting #terror into India	joy
30349	Vacation wise, Egypt offers great places, amazing scenery, bright skies and good weather at a very good and affordable price for students.	fear
40349	Thank God she warned me before I walked to that sink cause lord knows I would've been sick to my stomach and would've wanted to sue lbvfs	sadness
10350	#disgracefulesin I resent all men in some way; for some or no reason at all. #esinscountdown	anger
20350	However the agent was inauthentic, my sister still loves me, &amp; I'm still alive. So I guess it wasn't that bad. #socialanxiety 	joy
