30642	Loading mirth out to be trusted websites: LKskQUfke	joy
40642	7 pax enjoyed the #gloom @Clayorangecrush @F3LakeMurray	sadness
10643	be strong, independant and practical. stop living in your world of fantasy. snap out of it. the faster u get used to the reality, the better	anger
20643	Wish I was a kid again. The only stressful part was whether Gabriella and Troy would get back together or not. #hsm2 	fear
30643	@FOXTV did you use the warblers set from glee on the @BONESonFOX episode about the acapella college kids?	joy
40643	Kinda wanna just book a vacation and go...anyone wanna tag along? #adventure #serious	sadness
10644	Time wounds all heels.\n\n #DrunkJesus #rt #lol #wisdom #quote #comedy #self #Revenge  #hate #time #funny #politics #Trump #POTUS2016	anger
20644	@mcdermo11 @rogerc32 u gave Laura so much constructive criticism she blocked u 'Lazy Give Up Now No Hope Retire' same with Heather 	fear
30644	If I were assured of your eventual destruction I would, in the interests of the public, cheerfully accept my own.' -Sherlock Holmes-	joy
40644	@Cigna bows out for the moment. Rather than sulk, I'm going to @UCSF for an opinion from the guys studying #Oligodendroglioma. ✌️&amp; ❤️ &amp; 🍩's	sadness
10645	@TehShockwave turn that grumpy frown upside-down\n\nYou did something next to impossible today	anger
20645	@metrotrains why is there no disabled access at pontefract monkhill? #terrible	fear
30645	GKN so lively as well, mad quick	joy
40645	I need a syfy series to watch I literally have nothing to watch back to back. I already watched #heroes #lost #jericho #fallenskies  etc etc	sadness
10646	you know cyran still hasn't done makeup based on jeongguk's tiddy like i suggested and i'm 	anger
20646	@ZaidZamanHamid Speech is still not up to the mark. No mention of 'Genocide', Indian terrorism in Pak. It was all planned speech.	fear
30646	@AdamCimmering Boro are at the OS before then, they could give the stewards a good work out. Chelsea will get about 8k, will be lively.	joy
40646	@wabermes The @RavalliRepublic had a good one but then the reporter quit. 	sadness
10647	The most important thing to #bestrong is to hold your #anger #thoughts	anger
20647	@quiettcricket can you maybe break it down into smaller bits? or space it out so it doesnt seem to daunting?	fear
30647	@JackCurryYES he's just lucky...bad pitchers...#WHATEVER...ElKracken is #legit #future  #gottawearshades #LetsGoYankees	joy
40647	@jaymohr37 droop saw naked wrestling and asked 'What if I get a hole in one?' #jaymohrsports	sadness
10648	Gotta wonder why Caller Max listens to the show in the first place if you so incense him @MSignorile	anger
20648	@mas_critical The irony is that those protesting about this kind of stuff are the Orwellian nightmare they think they’re fighting against.	fear
30648	i mean i guess most of the mean ones are treated as like playful but i want to support yoosung without dating him ;___;	joy
40648	@TheCatHeSay I may be #alwayshungry but I haven't sunk that low yet!! @Thereluctantcat	sadness
10649	I believe I'm gonna start singing in my snap stories on the tractor. Switch it up a little bit.	anger
20649	☊Focusing primarily on the person you’re talking to rather than yourself and the impression you’re making lessens social anxiety.	fear
30649	Method into thin out assault corridor thine liveliness: cHd	joy
40649	Blessed are those who mourn, for they will be comforted \n                                              Mt 5:4	sadness
10650	doing some testing with my current earth burst team	anger
20650	@aidankerrpol I think you should do. Get the fashion police involved. #shocking	fear
30650	@niceoneWern @Alotta_Pain the gleesome threesome	joy
40650	@kelly_welles they were brilliant weren't they? Made me feel v dull not having one. And why no tattoo emoji! This'll have to do... ⚓️ x	sadness
10651	If my luck the rest of Fall goes anything like today, I think I'm going to like this season. #bestdayever #magic #work 	anger
20651	@OC_Transpo some weeks there are no problems but this week is unbelievable -- are you guys even running regular 12 buses? #awful #solate	fear
30651	@eachus At least he's willing to discuss, better than most. That and keep the insults light with occasional levity or creative BS-ing,	joy
40651	When tears r inappropriate: 'This day is holy to our Lord. Do not grieve, for the joy of the LORD is your strength.' Nehemiah 8:10 NIV #joy	sadness
10652	also other ppl who i love a whole damn lot; erica, joanna, tiff, sirli, harley, anja, (the rest of the gc bc i ran out of chara!)	anger
20652	@PatBlanchfield so you mean “like Uber but for despair for someone other than the driver'	fear
30652	@flutterpolitely she is from the heyday 80's -could go either way, writing should be stronger but don't know who will be sacrificed first	joy
40652	@DefiantSagacity — Hermione in a sort of thank you before sliding his own plate away from him before frowning at Ron as he continued to —	sadness
10653	@sippycoups if it hurts too much to eat, i read somewhere that marshmallows are good bc they are soft and don't irritate	anger
20653	The 'banter' from Craigen and Sutton on BT is fucking horrid	fear
30653	Stack up with porthole under way heyday through worthy of faith bull's-eye transportation services: moM	joy
40653	Let's get drunk and tell each other things we're afraid to say when we're sober.	sadness
10654	“Do not fret if you are not cool! Humans who follow me, become instantly cool!” #Bot	anger
20654	Still waiting to see if my @london2012track will make an appearance next week - two months today it was ordered  #badservice	fear
30654	i bet dat dog eating name brand cheerios. cant relate. i eat cheery O's	joy
40654	@chelseafc let them know it's the 	sadness
10655	@rabpeel snap, seems to be a problem here	anger
20655	if anyone spoils any of my fucking shows I will haunt you in the afterlife so help me god	fear
30655	Well look at the bright side. You found a use for that rope #TipsToSurviveAPowerOutage	joy
40655	@FatedDancer ~together.' Hermione  lowered her voice slightly, sounding somewhat  bitter, perhaps even  rueful. 'That would only get you~	sadness
10656	#burning the last of @Yan	anger
20656	Thank god the feds did not raise rates. Assume they are nervous about a world where 990 is the new employee  form  &amp; the safety net is zilch	fear
30656	@hoemanda69 wtf is tenacious and jubilant	joy
40656	Band members wanted. Contact me #NewcastleGateshead #Sunderland #musicians #musicbusiness #musicislife #music #musically #band #blues #folk	sadness
10657	Can't wait to be in my Ninja turtle costume raging at OSU again this Halloween 😈	anger
20657	@JasonBHampton it's Bowers. I went and drove it for a while this evening #horrible	fear
30657	Dark, dense, and exhilarating come the finale, #HellOrHighWater is a gripping watch.	joy
40657	Been working in Blanchardstown shopping centre for over 2 years now and I only figured out today where Marks &amp; Spencer's is 	sadness
10658	@GreyTheTick But even if I jumped through that hoop, it just takes one irate netizen to decide me playing by 'the rules' isn't enough.	anger
20658	You sure have a lot to say about something that doesn't even concern you 😉	fear
30658	I wish there were unlimited glee episodes:( so I could watch them forever. #gleegoodbye	joy
40658	#AskAMan but this does not sound like a #serious issue, cause siyahleka the whole time, just having fun	sadness
10659	The best revenge is massive success. –Frank Sinatra	anger
20659	I have another test tonight 	fear
30659	A not very young man compiled info on a smiling baby then a mattress created new evil.	joy
40659	@cherrivarisco @audubonsociety Oh yes, males are colourful and the Females are dull, so that they can blend in to their environment.	sadness
10660	Despite my sharing O'Neill's article, what saddens me about the Gazza case is there seems to be more fury about the sentence than the remark	anger
20660	@aroseblush Hello !\nThe bigger the bully, the more crocodile tears. Bullies always act like offended victims.	fear
30660	Question for all the cheerleaders who ages out!!\nHow to I make my senior year of cheer more memorable	joy
40660	My name is John Locke and you can't tell me what I can and can't do #lost #アニメ	sadness
10661	I need to stop second guess myself and just go with the first thought and go with it. #relentless	anger
20661	@Avanquest i have unsubscribed 3 times from your spam emails still coming? STOP THE EMAILS #avanquest #software #terrible	fear
30661	@_Kdddd drop some off at 1133 cheery	joy
40661	ya boy gets mad tired of pine trees	sadness
10662	We worship at Your feet\nWhere wrath and mercy meet\nAnd a guilty world is washed\nBy love's pure stream\n—Graham Kendrick	anger
20662	The #500thTest match would have be a T20 or an ODI if @virendersehwag @B_McCullum42 been in their National Colors #nightmare #hitter  @BCCI	fear
30662	which always leads to the kind of hilarity average people will never experience - especially during breakups.	joy
40662	i wonder how a guy can broke his penis while having sex? #serious	sadness
10663	Dear future big brother players, just chase dick all season and you too can win 500,00 dollars and an Sti #bb18 	anger
20663	i was just talking about it last week .. how does your outside appearance (ie. dread locks) affect the ability you have to work?	fear
30663	HMS Pinafore' time.\n\nI need some mirth.	joy
40663	@NianticLabs .... For example, catching a gloom would yield 6 oddish candies and catching a vileplume would yield 9.	sadness
10664	“He who is slow to anger is better than the mighty, And he who rules his spirit than he who takes a city.”\nP16:32 #bibleverse #pride #anger	anger
20664	Tomorrow is the day I cut and dye my hair! 😳  #excited	fear
30664	@OrbsOfJoy plan a date... like a date u find pleasing or smth. fuckign\n\n10/10. because the child will grow to be a ten out of ten	joy
40664	@markoheight @Cassie_OB we sound like vampires saying we wanna sink our teeth into the TT lads and their talents 😂😂😂😂😂😂	sadness
10665	Holding a grudge on someone will stop your blessings from God ,learn to forgive &amp; forget 🙏🏾	anger
20665	No @Chrishilly1987 for MOS 😡  #shocking Leads from the front 💪🏻	fear
30665	@johnwintertweet dudes who wanna play some bass but not buy a bass (me) rejoice	joy
40665	i love the word fret so much and im in heaven	sadness
10666	Why does Candice constantly pout #GBBO 💄😒	anger
20666	Romero, Rojo, Blind, Memphis, Rooney. This is nearly a starting line up I’d wanna punch in the face rather than shake their hand.	fear
30666	@lennyabrahamson May I send you a copy of #HeroTheGreyhound? Either e-book or real paper one! A boy and a greyhound #smiles #tears 	joy
40666	Marcos Rojo Marcos Rojo running down the wing. Loved by the blues, feared by the reds	sadness
10667	@pugglelover3691 some of those haters are just taught hate and not shown love. There is a good quote that goes to your comment tiff, treat	anger
20667	nadia bully me and ill expose you	fear
30667	@CNBCFastMoney Harwood gleeful at these new numbers, bet your money on this reporting...look to lose it...@HillaryClinton liarthiefscoundrel	joy
40667	Are you serious??	sadness
10668	Nor hell a fury like a woman scorned -- William Congreve	anger
20668	Who likes #werewolves and #horror and #surfing? Because BREAKER over on @readstela has all that and MORE.	fear
30668	If I were assured of your eventual destruction I would, in the interests of the public, cheerfully accept my own.' Sherlock Holmes	joy
40668	@rickygervais my first time in Slough so checked out the new station floor  #LifeOnTheRoad	sadness
10669	That is at least the 3rd time the balls been burst in our games	anger
20669	@JedRivett @CharlesCassidy_  Jus see if you ever do anything you pussy , u don't scare me look who u chill with 😂😂😂	fear
30669	@mehnazt @Mel_Harder I live a life devoid of mirth. Come to think of it, there aren't enough taco bowls in my life, either.	joy
40669	@BillSwindell @DePauwU @dick_nixon I was having breakfast when I seen this?! I blew my cereal in the #sink!!	sadness
10670	@stoozyboy1 @chris_sutton73 😂😂 Oh the zombie rage 😂	anger
20670	@Policy_Exchange A plus point, she won't have to queue for the loos. Any more plus points? Nope, can't think of any  #sexism	fear
30670	Watch this amazing live.ly broadcast by @haythatjamile8 #lively #musically	joy
40670	#PeopleLikeMeBecause of some unknown reason but I try to discourage it	sadness
10671	Prayers &amp; Protection to our brothers and sisters fighting in #Charlotte #rage #against #machines	anger
20671	I am in #shock and #awe and the places my #toddler manages to get his dinner.	fear
30671	@mark_slifer actually maybe we were supposed to die and my donation saved our lives?? #optimism	joy
40671	Bill Clinton: 'Do not grow weary of doing good.' @ClintonGlobal #CGI2016	sadness
10672	@wcsportscamp I lol'ed.  Privileged exasperation should be bottled and sold.	anger
20672	This week's Massacre Theatre pert by @LarsenOnFilm is the first one I can think of that requires subtitles. #breathless	fear
30672	@_j_sa_ switch out Steve Carrell and put in Kurt from glee then it's accurate	joy
40672	.@billradkeradio is not a fan of The Beat Happening. But that's not to discourage aspiring other Olympia musicians! #KUOWrecord	sadness
10673	Finally made my #fury #warrior guide. Let me know your thoughts	anger
20673	@deodevine6 i can't bully you and niall impossible😙	fear
30673	don't be with some just because they try to drown you in gifts. be with someone who makes you truly happy, without the materialistic things.	joy
40673	@Piggiewhopays lmao! I can only imagine the frown across that face of yours. #Hilarity	sadness
10674	@evanareteos :)) im now writing abt the changing face of sex industry in tr :))) now men will talk to me then! 	anger
20674	@BlairWitchMovie love new movie\n #BlairWitch #blairwitchproject  #HorrorMovies	fear
30674	With that draw, the scum must be rubbing their hands with glee! Typical draw for the Woolwich lot!!! #jammygunnerscum	joy
40674	@TweeriaLee A stumbling block to the pessimist is a stepping stone to the optimist.	sadness
10675	@JustPyroNow are you gonna do any kind of community raids when wrath of the machine drops?	anger
20675	We, #Indians, can hold our heads up high and stay unafraid. The #UNGA is well-informed about #Pakistan's #terrorism business and deception.	fear
30675	All the fans wanted Man Utd at home in the next round...\nAre you cheering for Northampton or Man Utd right now?\n#lufc	joy
40675	@beIIrkes Es, I'm serious 23/8	sadness
10676	Nurse practitioner: 'you look pretty bad. No offense of course.'  \n\nThank you, that really added that spark of positivity I needed today.	anger
20676	An absolutely dire first half and I can't recall a shot on target. \n\nAgainst Accrington Stanley.	fear
30676	@FlannelJedi This is why I drink and watch You're the Worst as a way to cheer myself up.	joy
40676	Do not be discouraged by a slowing sales market. This will test your business model and pinpoint #strengths and #weaknesses.' @Ken_Dunn	sadness
10677	@dlrwills turn that frown upside down buddy 🙃.	anger
20677	@leeuwlion 'The furries are restless tonight'.	fear
30677	Sometimes he likes to ride arround on people's shoulders or drop on them unexpectedly from vents or doorjambs. Like a big, gleeful spider.	joy
40677	When you get lost in a neighborhood and have to use the gps on your phone to find your way out. #lost #GoogleMaps #blondmoment	sadness
10678	@SonOfTheDovah *She could sense the anger stirring within him and took his hand in hers.* As long as we stay together, we'll both be safe.--	anger
20678	@safety @Support \nHi 🌷\nWhy do you always suspend ISIS hunters\n \n👉@snafy2019\n\nKindly please reinstate our members\n*He fights terrorism d/n	fear
30678	@crumpledlinen he chirp	joy
40678	@emorottie true sonicsatam was serious and a bit dark. Aosth is like super goofy and Looney toonie to a degree	sadness
10679	and apparently he's supposed to have a Scottish accent??? I'm 	anger
20679	@Max_Kellerman  it also helps that the majority of NFL coaching is inept. Some of Bill O'Brien's play calling was wow, #awful! #GOPATS	fear
30679	You have to find a way to top yourself. 	joy
40679	TGIF! Hope everyone that needs to find #recovery can and that our friends stay #sober this weekend! @REBOSTreatment @BlvdCenters	sadness
10680	@PerfectQuartz She's jogging a bit to stay beside her, puffing her cheeks with a huff each time. 'Oh-- jeez Jasper, why don't you —	anger
20680	It's really alarming when an adult male calls their father 'daddy'	fear
30680	cluck cluck cluck, wolf wolf wolf , chirp chirp chirp is all I ever hear.	joy
40680	@pxrfectpeach it's got her little pout	sadness
10681	@RichardHBell Yes, I think he held a grudge ...	anger
20681	a #monster is only a #monster if you view him through 	fear
30681	@LeBatardShow #heyday Race war 2016	joy
40681	@darryella it doesn't chip and it doesn't get dull. Nails gone be looking perfect the whole time, except they gone be grown out 😂	sadness
10682	 I can't guess if you holding a grudge against the best'	anger
20682	@MidgetTamer @RAIDERS @52Mack_ Make him be a bully. Sit him in a room by himself and let him look at Debo all day.	fear
30682	@buzzlightbeard2 If you don't love yourself... Honesty is the best policy 	joy
40682	it didn't impress me but it didn't depress me'	sadness
10683	@JoeGoodmanJr. A solution. But the assumptions by media in articles and every other venue causes animosity to the conversation.	anger
20683	@Avanquest i have unsubscribed 3 times from your spam emails still coming? STOP THE EMAILS #avanquest #software 	fear
30683	listening to the Oblivion score, drinking coffee, researching for new sci-fi animated project.	joy
40683	“Do not fret if you are not cool! Humans who follow me, become instantly cool!” #Bot	sadness
10684	@LisaAsquithtobe @craig8710 @WayneHaselden @june65wigan everyone is against wigan because we are the biggest club 	anger
20684	Hey no turn over after a kick - way to go Texans!  Way to go!  #Texans #terrible #noheart	fear
30684	@lilymooregrant u used to chirp me for drinking it u hoe	joy
40684	The #pessimist complains about the wind; the #optimist expects it to change; the realist adjusts the sails.' - William Arthur Ward\n#IGNITE	sadness
10685	@lyskoi anyway, I found a short scale today that was perfect for my purposes. soft on the hands, won't aggravate my (now-chronic) tendonitis	anger
20685	In my room 101 would go  Russell Howard,Tom Odell,Michael Buble!!! #pants #nogood #dire	fear
30685	@CNN &amp; @donlemon must be rejoicing ovet #Charlotte protests. \n#NorthCarolina	joy
40685	@littlemore20 I had a nice Italian ice-cream whilst resting my tired paws. Honey flavoured, naturally! #FurryTails #lost #Venice.	sadness
10686	GAMEDAY VS BUFORD TODAY AT 5:30 AT HOME!!!!!!!!! NEVER BEEN SO EXCITED #revenge	anger
20686	@SmileWhileYoDie @KiloSierraC @h0wabouthannah @Drops I'll be okay don't worry	fear
30686	342:147 And waxen in their mirth, and neeze, and swear\nA merrier hour was never wasted there.--\n#AMNDBots	joy
40686	I added Paul Walker on Xbox but he just spends all of his time on the dashboard. #dark #humor #funny	sadness
10687	Tonight's #DragRace #AllStars2 episode GAVE ME LIFE! Yaassss queens! #teamalaska #teamkatya #revenge #bwahaha	anger
20687	.@SimonNRicketts if you don't know what a patronus is, I don't think we should have to tell you #shocking	fear
30687	@SXMUrbanView @karenhunter @CousinSyl you are so wrong for this!needed levity after that recording	joy
40687	How much time should I give to my friend who lost his laptop to mourn before I can ask him to give me his laptop charger and extra battery??	sadness
10688	@Kim_is__bored exactly what I have been saying on fb.. 	anger
20688	#Charlotte's #young &amp; #restless; I applaud ur fire bt always b respectful of authority, police, elders, parents. Violence, not the way 🙏🏽✌🏽️	fear
30688	smiling through the stress :) :) :) :) :) :) :( :( :( :( :( :( :(	joy
40688	i can't take u #serious unless u use #emojis	sadness
10689	my wasp sting is so itchy	anger
20689	When a guy comes on the train that smells like a mixture of a damp dog, old sweat and sewage works!!!! #gross  #getoffthetrain #smelly	fear
30689	@honevbee close up shots of my ugly mug as I continue to talk about Blaine years after glee has been dead	joy
40689	Back to forest drama -\nfrom my #Forest #music - series, 2016\n#nature #dark #art #photography #Finland	sadness
10690	-- haired man strides close and watches as the Major flinches away from him, the reaction draws a growl from his throat.  -- (@DocHQuinzel)	anger
20690	my school photo is honestly horrid, i look so ew😅	fear
30690	Rec'd call 2day from Haitian church we started in Florida some 15yrs ago. Preparing to acquire their own bldg. Wanted me to know. 	joy
40690	@makai_kishi_ Her eyes stayed glued to the monitor, not turning away for anything	sadness
10691	srry my feelings offend u 🤗	anger
20691	honestly all my friends do bnc i mean it and i am feeling #terrible hahaha	fear
30691	Doesn't it just suck when you're so real to someone and try to exhilarate every ounce out of them to only see that they're not down	joy
40691	“Optimism may sometimes be delusional, but pessimism is always delusional.” —Alan Cohen #believe	sadness
10692	Sorry to burst your bubble but it isn't that century anymore. Welcome to the 21st century.	anger
20692	@GucciShade @KellyannePolls @ABC So?  Who cares?  Who cares about tax forms, too.  I believe terrorism and jobs are what is important.	fear
30692	Positive #psychology research shows salespeople who score in the top 10% for #optimism have 88% &gt; sales than those in top 10% for pessimism.	joy
40692	God's love spring.Of one dat sunk his whole estate for d paltry bribe,of a single apple–n yet proud of our ancestry?❤️🗿	sadness
10693	I can't even right now #bb18 	anger
20693	For the last 2 years the U.S. has been averaging about 4 terrorist attacks a month. Good debate topic. #Trump #Hillary 	fear
30693	Tend the sick, Lord Christ; give rest to the weary, bless the dying, soothe the suffering, pity the afflicted, shield the joyous;	joy
40693	That house on #GrandDesigns isn't in a forest it's in a wibbly wobbly pine plantation	sadness
10694	Asian Tiger #Mosquitoes are so relentless. More aggressive than the kind I dealt w/as a kid.	anger
20694	not only was that the worst @EGX that's I've attended but worth one of the worst cons I've been to in the last 5 years 	fear
30694	Never make a #decision when you're #angry and never make a #promise when you're . #wisewords	joy
40694	Beats is accurately all-powerful with respect to high-quality high-frequency speaker in re the extra desolate relating to fire-ea:…	sadness
10695	Sometimes the best motivations come from 'proving them wrong' #energy #relentless #MotivationalQuotes	anger
20695	@BBCPolitics @BBCNews I'd rather leave my child with @BorisJohnson 	fear
30695	A 'non-permissive environment' is also called a 'battleground' - #MilSpeak 	joy
40695	gloomy weather puts me in the best mood	sadness
10696	@LonelyGoomba I wouldn't bring this up if I were you. It's a very touchy subject. And people get way to offended these days	anger
20696	Heard of panic! At the disco? How about Kach-ing! at the ATM	fear
30696	No, just tweet pictures of four fictional characters who describe you. One should be an animated character. @sunshinessp411	joy
40696	Dad asked if I was too hungover to function today. Little does he know I stayed sober last night so i could get shit faced tonight 😅	sadness
10697	Are you lost in the fury, fearing that you'll fail?	anger
20697	Can we start a 'get Chris Sutton off our tv campaign? Spread the work #terrible #pundit #noclue	fear
30697	@israelradioguy @WearingWelcome @SkipBaylessSux U blocking doesnt diminish the hilarity of his observation.Or your child-like response to it	joy
40697	The American Idiot record turns twelve today it changed my preppy middle school heart into a desolate punk rock desert I am forever grateful	sadness
10698	I need a 🍱sushi date🍙 @AnzalduaG 🍝an olive guarded date🧀 @lexiereid369 and a 👊🏼Rockys date🍕 #tiff	anger
20698	@NFYFC @Wilkster_ hmm, don't know many yf  who are short on confidence! Wish I'd been one, 	fear
30698	Meanwhile, the so-called M’s fans sit there knitting or sleeping not sure which but they certainly aren’t cheering like the other teams fans	joy
40698	tones - \n: 1/2 of my favourite chris pine stans. i love tones more than anything, mt sweet summer child i will attack anyone who hurts her	sadness
10699	my alarm clock was ringing this morning n my flatmate knocked on my door and asked if i set anything on fire or if i'm burning alive :) :):)	anger
20699	So is texting a guy 'I'm ready for sex now' considered flirting?' #shocking	fear
30699	@musicfae15 [He grumbled as he sat atop the sushi bar stool, crossing his arms defiantly, in a playful gesture, though he gave anyone who &gt;	joy
40699	Amateurs sit and wait for inspiration, the rest of us just get up and go to work.' -- Stephen King #authors #serious #writingtip	sadness
10700	@The_Nasty_P now you gotta do that with fast n furious	anger
20700	#GADOT please put a left turn signal at Williams and Ivan Allen Jr Blvd. This is absolutely ridiculous #ATLtraffic 	fear
30700	One time I saw Rachel from glee tell someone their job was on a pole and I said that in 5th grade to a boy and he look confused	joy
40700	@hotelplanner I stayed at a hotel who  packed picnic lunches to take on the road!! #BetterTogether @Redlizzy1 @NewfieChic @Ladybug_Vic	sadness
10701	@notquitefrodo @dominictarason I remember TAs in the gamedev program said he had temper tantrums in class all the time lol	anger
20701	@sandym709  regardless, lets say he has a permit. The permit doesn't excuse or allow him to threaten an officer(expressed or implied)w/ it.	fear
30701	@Dubai92 try asking for a cheeseburger with only onion &amp; mustard at any #McDonalds 	joy
40701	@cburt43 turn that frown upside down	sadness
10702	i love that tay &amp; tiff are just sitting at my house while i'm at work 🙃	anger
20702	If you really care like you state @flyfrontier @FrontierCare then I would seriously address sensitivity training to your employees #awful	fear
30702	Fee otherwise tricks: palm oil delegation mt jaunty resident: TZxCHLdAQ	joy
40702	@iJuvia_ \n\nHearing the noises, Akame opened her eyes and sat up, facing Juvia. She didn't expect at all to see someone around and staid --	sadness
10703	“He who is slow to anger is better than the mighty, And he who rules his spirit than he who takes a city.”\nP16:32 #bibleverse #pride 	anger
20703	@united horrible service. EWR. Not a cloud in the sky. Normal departure at 10am now leaving at 5pm. Crappy #UnitedAirlines	fear
30703	@TheBarmyArmy all the optimism...	joy
40703	@petercoffin So safe blues are ok. Are reds ok as well? Obviously, battleground states would not.	sadness
10704	@MeghanEMurphy Oh gosh, if you get 800+ raging comments from cruise fans, I will just die laughing!	anger
20704	“ My courage always rises at every attempt to intimidate me.”\n-Elizabeth Bennett (Pride and Prejudice)\n#Quotes #Courage #FaceYourFears	fear
30704	The bounty hunter things a bit lively	joy
40704	Hello fellow #horror #creepy #dark #stange #story fans, how's your day? #followme and I'll #followback	sadness
10705	Skipping meals is the national way of showing #disappointment and . #wiz	anger
20705	For the last 2 years the U.S. has been averaging about 4 terrorist attacks a month. Good debate topic. #Trump #Hillary #terror	fear
30705	@Spotted_H0rse I'm spry, though	joy
40705	@DDandDeltaboys will be playing in the Bridge Bar @RameltonWhatsOn this sat (24th Sept) #blues #rhythmandblues #ramelton #donegal	sadness
10706	{Strong hands moving to firmly grope each of @WhimsicallyWild's thighs, squeezing as her digging nails extract a growl from me.}	anger
20706	Hennessey - dreadful. Mutch - is he even on the pitch? Fryers - out of his depth unfortunately. #CPFC	fear
30706	mirana told me to shut up when i was singing along to glee...	joy
40706	Oh goodness I'm loving this rainy  day. It's a head down, #creative cap on, &amp; get #lost in your #thoughts kind of day 💭 ☺️ #art #create #biz	sadness
10707	@l1ght__eyes u tried boiling em takes years too	anger
20707	Nawaz Sharif's UN should start #सत्य_बोध_यात्रा as after all his #UNGA speech has awaken the world about their role in sponsoring 	fear
30707	The Quarterback' wrecks me every time.. 	joy
40707	No one wants to win the wild card because you have to play the Cubs on the road. 	sadness
10708	@RLH2606 if u know who died.. I would also burst out crying....\nFrom JOY!!! 😉	anger
20708	@katiewhiskey_ @bradnarok candy corn is the greatest candy in the world when it comes to being objectively terrible	fear
30708	A former diplomat is quite gleeful about the situation of Pakistan on @TimesNow\nNot quite stiff upper lip of diplomacy seen normally	joy
40708	#Jazz - the #blues is the roots, the rest is the fruits	sadness
10709	@CrayonToCrayon @SueScoby \nIt's always fun to anger 'All the Old Dudes.' with Rock N' Roll :))	anger
20709	Let's not panic. Beat NYG who's atop the division, come home against Cleveland. Just like that you're 2-2 with a division win	fear
30709	@ryanwilson2015 That's why compatibility is key as it lowers hedonic volatility.	joy
40709	Well i did hear once before that girls are attracted to men that look like their dad!  👌 	sadness
10710	being bitter only hurts yourself lmaooo	anger
